rule_id,variable_key,mechanism_id,role,activation_mode,direction,effect_direction,weight,severity_mode,requires_fasting,sex_scope,context_gate,is_enabled,notes,fuerza,especificidad
VM135,hb_g_dl,deficit_proteico_catabolismo,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Hemoglobina baja puede coexistir en desnutrición o enfermedad crónica. Aviso rama baja: Muy baja: añade prioridad clínica.,baja,baja
VM136,creatinine_mg_dl,deficit_proteico_catabolismo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. Creatinina baja puede reflejar menor masa muscular/reserva proteica. Aviso rama baja: Muy baja: refuerza baja masa magra.,media,baja
VM137,urea_mg_dl,deficit_proteico_catabolismo,supporting_driver,low,positive,positive,0.32,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Rama baja de asociación bidireccional. Fuerza=media; Especificidad=baja. Urea alta puede reflejar catabolismo/carga proteica/deshidratación; baja puede sugerir baja ingesta o síntesis reducida. Aviso rama baja: Muy baja: apoya baja disponibilidad proteica o síntesis reducida.,media,baja
VM138,urea_mg_dl,deficit_proteico_catabolismo,supporting_driver,high,positive,positive,0.32,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=50. Rama alta de asociación bidireccional. Fuerza=media; Especificidad=baja. Urea alta puede reflejar catabolismo/carga proteica/deshidratación; baja puede sugerir baja ingesta o síntesis reducida. Aviso rama alta: Muy alta: apoya catabolismo o contracción de volumen.,media,baja
VM139,bmi_kg_m2,deficit_proteico_catabolismo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. BMI bajo apoya déficit energético/proteico, con baja especificidad. Aviso rama baja: Muy baja: refuerza el mecanismo.",media,baja
VM140,albumin_g_dl,deficit_proteico_catabolismo,primary_driver,low,positive,positive,0.86,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=alta; Especificidad=media. Albúmina baja es una de las mejores señales operativas de baja síntesis, pérdidas o inflamación; interpretar con contexto. Aviso rama baja: Muy baja: aumenta prioridad de déficit proteico/pérdidas/inflamación.",alta,media
VM141,insulin_uIU_ml,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. La hiperinsulinemia apoya el contexto metabólico de carga hepática. Aviso rama alta: Muy alta: refuerza terreno metabólico.,baja,baja
VM142,triglycerides_mg_dl,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. TG altos pueden acompañar hígado graso metabólico. Aviso rama alta: Muy altos: refuerzan contexto metabólico hepático.,baja,baja
VM143,ferritin_ng_ml,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. Ferritina alta puede acompañar hígado graso e inflamación hepática. Aviso rama alta: Muy alta: separar inflamación de hierro/NAFLD.,baja,baja
VM144,alt_u_l,carga_hepatica,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=media. ALT alta es la señal principal de estrés hepatocelular. Aviso rama alta: Muy alta: prioriza carga hepática.,alta,media
VM145,ast_u_l,carga_hepatica,supporting_driver,high,positive,positive,0.47,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=alta; Especificidad=baja. AST alta apoya lesión tisular/hepática pero es menos específica. Aviso rama alta: Muy alta: obliga a revisar hígado y músculo.,alta,baja
VM146,ggt_u_l,carga_hepatica,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. GGT alta acompaña carga hepatometabólica y/o colestásica. Aviso rama alta: Muy alta: refuerza componente hepático y/o hepatobiliar.,media,baja
VM147,bilirubin_total_mg_dl,carga_hepatica,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. Bilirrubina alta puede aparecer en hepatopatía, hemólisis o colestasis; no es específica. Aviso rama alta: Muy alta: revisar componente hepatobiliar/hemólisis.",baja,baja
VM148,albumin_g_dl,carga_hepatica,supporting_driver,low,positive,positive,0.48,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=media. Albúmina baja puede sugerir menor reserva sintética crónica. Aviso rama baja: Muy baja: añade peso a disfunción hepática crónica o inflamación/pérdidas.,media,media
VM149,alt_u_l,componente_hepatobiliar,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=media; Especificidad=baja. ALT puede elevarse si coexiste componente hepatocelular. Aviso rama alta: Muy alta: añadir lectura de carga hepática.,media,baja
VM150,ast_u_l,componente_hepatobiliar,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=baja; Especificidad=baja. AST añade apoyo débil. Aviso rama alta: Muy alta: revisar mezcla hepático-muscular.,baja,baja
VM151,ggt_u_l,componente_hepatobiliar,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=alta; Especificidad=media. GGT alta es uno de los apoyos más útiles del componente hepatobiliar. Aviso rama alta: Muy alta: refuerza componente colestásico/hepatobiliar.,alta,media
VM152,alp_u_l,componente_hepatobiliar,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=alta; Especificidad=media. ALP alta apoya colestasis o componente biliar, con necesidad de contexto óseo. Aviso rama alta: Muy alta: refuerza mucho el componente hepatobiliar.",alta,media
VM153,bilirubin_total_mg_dl,componente_hepatobiliar,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=alta; Especificidad=media. Bilirrubina alta apoya colestasis o alteración excretora/hepática. Aviso rama alta: Muy alta: priorizar estudio hepatobiliar y hemólisis.,alta,media
VM154,hb_g_dl,seguridad_renal,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=baja; Especificidad=baja. Anemia puede acompañar enfermedad renal crónica. Aviso rama baja: Muy baja: apoyo débil a cronicidad.,baja,baja
VM155,creatinine_mg_dl,seguridad_renal,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=alta; Especificidad=media. Creatinina alta es eje clásico de vigilancia renal, con sesgo por masa muscular. Aviso rama alta: Muy alta: priorizar seguridad renal.",alta,media
VM156,egfr_ml_min_1_73m2,seguridad_renal,primary_driver,low,positive,positive,1.0,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=alta; Especificidad=alta. eGFR bajo es la mejor síntesis funcional del filtrado. Aviso rama baja: Muy baja: aumenta mucho la prioridad clínica.,alta,alta
VM157,uric_acid_mg_dl,seguridad_renal,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=baja; Especificidad=baja. Urato alto puede acompañar menor excreción renal. Aviso rama alta: Muy alta: añadir componente renal/metabólico.,baja,baja
VM158,urea_mg_dl,seguridad_renal,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=media; Especificidad=baja. Urea alta apoya deterioro renal o contracción de volumen, pero es menos específica. Aviso rama alta: Muy alta: revisar riñón, catabolismo y volumen.",media,baja
VM159,uacr_mg_g,seguridad_renal,primary_driver,high,positive,positive,1.0,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=alta; Especificidad=alta. UACR alto señala daño renal/glomerular subclínico o establecido. Aviso rama alta: Muy alta: priorizar daño renal incluso con eGFR preservado.,alta,alta
VM160,albumin_g_dl,seguridad_renal,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=35. Fuerza=baja; Especificidad=baja. Albúmina baja puede aparecer con pérdidas renales o inflamación. Aviso rama baja: Muy baja: revisar pérdidas/oncótica.,baja,baja
VM161,hb_g_dl,deshidratacion_hemoconcentracion,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=media; Especificidad=baja. Hemoglobina alta puede acompañar hemoconcentración. Aviso rama alta: Muy alta: apoyo moderado.,media,baja
VM162,hct_pct,deshidratacion_hemoconcentracion,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=alta; Especificidad=media. Hematocrito alto apoya hemoconcentración. Aviso rama alta: Muy alta: refuerza mucho el mecanismo.,alta,media
VM163,rbc_x10_6_mm3,deshidratacion_hemoconcentracion,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=baja; Especificidad=baja. Hematíes altos apoyan hemoconcentración, con baja especificidad. Aviso rama alta: Muy altos: apoyo débil.",baja,baja
VM164,creatinine_mg_dl,deshidratacion_hemoconcentracion,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=media; Especificidad=baja. Creatinina puede subir por prerrenalidad/hemoconcentración. Aviso rama alta: Muy alta: revisar componente prerrenal/renal.,media,baja
VM165,uric_acid_mg_dl,deshidratacion_hemoconcentracion,contextual_support,high,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=baja; Especificidad=baja. Urato puede elevarse con contracción de volumen. Aviso rama alta: Muy alta: apoyo indirecto.,baja,baja
VM166,urea_mg_dl,deshidratacion_hemoconcentracion,primary_driver,high,positive,positive,0.86,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=alta; Especificidad=media. Urea alta es útil como señal de contracción de volumen, si no hay gran carga catabólica. Aviso rama alta: Muy alta: refuerza hemoconcentración/deshidratación.",alta,media
VM167,albumin_g_dl,deshidratacion_hemoconcentracion,supporting_driver,high,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=40. Fuerza=media; Especificidad=baja. Albúmina alta puede acompañar contracción de volumen. Aviso rama alta: Muy alta: apoya hemoconcentración.,media,baja
VM168,hb_g_dl,retencion_hidrosalina,contextual_support,low,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=baja; Especificidad=baja. Hemoglobina baja puede acompañar hemodilución. Aviso rama baja: Muy baja: apoyo débil al mecanismo.,baja,baja
VM169,hct_pct,retencion_hidrosalina,supporting_driver,low,positive,positive,0.33,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=media; Especificidad=baja. Hematocrito bajo puede reflejar hemodilución. Aviso rama baja: Muy baja: refuerza hemodilución.,media,baja
VM170,creatinine_mg_dl,retencion_hidrosalina,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=baja; Especificidad=baja. Creatinina alta puede acompañar retención de origen renal. Aviso rama alta: Muy alta: revisar riñón.,baja,baja
VM171,egfr_ml_min_1_73m2,retencion_hidrosalina,contextual_support,low,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=baja; Especificidad=baja. Menor filtrado puede favorecer retención. Aviso rama baja: Muy baja: apoya origen renal.,baja,baja
VM172,bmi_kg_m2,retencion_hidrosalina,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=baja; Especificidad=baja. BMI alto puede incluir componente de volumen pero es muy inespecífico. Aviso rama alta: Muy alto: apoyo muy débil.,baja,baja
VM173,uacr_mg_g,retencion_hidrosalina,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=baja; Especificidad=baja. Albuminuria puede coexistir si hay base renal/proteica del edema. Aviso rama alta: Muy alta: revisar riñón como origen.,baja,baja
VM174,albumin_g_dl,retencion_hidrosalina,supporting_driver,low,positive,positive,0.33,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin sodio/BNP/osmolalidad; mantener umbral alto para evitar falsos positivos. Fuerza=media; Especificidad=baja. Albúmina baja puede favorecer edema por menor presión oncótica. Aviso rama baja: Muy baja: refuerza posible retención/tercer espacio.,media,baja
VM175,insulin_uIU_ml,resistencia_leptinica_saciedad,supporting_driver,high,positive,positive,0.33,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central. Fuerza=media; Especificidad=baja. La hiperinsulinemia suele coexistir en este fenotipo. Aviso rama alta: Muy alta: refuerza el fenotipo metabólico.,media,baja
VM176,triglycerides_mg_dl,resistencia_leptinica_saciedad,supporting_driver,high,positive,positive,0.33,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central. Fuerza=media; Especificidad=baja. TG altos acompañan con frecuencia el terreno de señalización leptínica ineficiente. Aviso rama alta: Muy altos: apoyo indirecto.,media,baja
VM177,hdl_mg_dl,resistencia_leptinica_saciedad,supporting_driver,low,positive,positive,0.33,direct_score,1,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central. Fuerza=media; Especificidad=baja. HDL bajo acompaña el patrón metabólico asociado. Aviso rama baja: Muy bajo: apoya el mecanismo.,media,baja
VM178,hscrp_mg_l,resistencia_leptinica_saciedad,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central. Fuerza=baja; Especificidad=baja. Inflamación de bajo grado puede acompañar adiposidad y señal leptínica alterada. Aviso rama alta: Muy alta: apoyo indirecto.,baja,baja
VM179,bmi_kg_m2,resistencia_leptinica_saciedad,supporting_driver,high,positive,positive,0.42,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central. Fuerza=alta; Especificidad=baja. BMI alto apoya adiposidad global, con baja especificidad. Aviso rama alta: Muy alto: refuerza el mecanismo pero sin especificidad.",alta,baja
VM180,waist_cm,resistencia_leptinica_saciedad,primary_driver,high,positive,positive,0.77,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=60. UMBRAL_ALTO: Sin leptina ni señales de ingesta; usar como fenotipo indirecto de adiposidad central. Fuerza=alta; Especificidad=media. La adiposidad central es la mejor pista indirecta del mecanismo en ausencia de leptina. Aviso rama alta: Muy alta: refuerza fuertemente resistencia leptínica/saciedad alterada.,alta,media
VM181,triglycerides_mg_dl,disfuncion_tiroidea_periferica,contextual_support,high,positive,positive,0.17,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=baja; Especificidad=baja. TG altos pueden coexistir en hipotiroidismo. Aviso rama alta: Muy altos: apoyo débil.,baja,baja
VM182,ldl_mg_dl,disfuncion_tiroidea_periferica,supporting_driver,high,positive,positive,0.37,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. LDL alto acompaña con frecuencia hipotiroidismo. Aviso rama alta: Muy alto: apoyo metabólico a hipofunción.,media,baja
VM183,chol_total_mg_dl,disfuncion_tiroidea_periferica,supporting_driver,high,positive,positive,0.37,direct_score,1,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Fuerza=media; Especificidad=baja. Colesterol total alto puede acompañar hipotiroidismo. Aviso rama alta: Muy alto: apoyo metabólico a hipofunción.,media,baja
VM184,bmi_kg_m2,disfuncion_tiroidea_periferica,contextual_support,low,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Rama baja de asociación bidireccional. Fuerza=baja; Especificidad=baja. El peso puede ir en ambas direcciones, con baja especificidad. Aviso rama baja: Muy bajo: apoyo débil a hiperfunción o baja reserva.",baja,baja
VM185,bmi_kg_m2,disfuncion_tiroidea_periferica,contextual_support,high,positive,positive,0.15,direct_score,0,all,,1,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Rama alta de asociación bidireccional. Fuerza=baja; Especificidad=baja. El peso puede ir en ambas direcciones, con baja especificidad. Aviso rama alta: Muy alto: apoyo débil a hipofunción.",baja,baja
VM186,tsh_mIU_l,disfuncion_tiroidea_periferica,primary_driver,low,positive,positive,0.95,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Rama baja de asociación bidireccional. Fuerza=alta; Especificidad=alta. TSH alta o muy baja es central para detectar disfunción tiroidea operativa. Aviso rama baja: Muy baja: sugiere eje hiperfuncionante/represión.,alta,alta
VM187,tsh_mIU_l,disfuncion_tiroidea_periferica,primary_driver,high,positive,positive,0.95,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Rama alta de asociación bidireccional. Fuerza=alta; Especificidad=alta. TSH alta o muy baja es central para detectar disfunción tiroidea operativa. Aviso rama alta: Muy alta: sugiere eje hipofuncionante.,alta,alta
VM188,ft4_ng_dl,disfuncion_tiroidea_periferica,primary_driver,low,positive,positive,0.95,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=45. Rama baja de asociación bidireccional. Fuerza=alta; Especificidad=alta. FT4 alta o baja complementa la dirección del eje tiroideo. Aviso rama baja: Muy baja: sugiere hipofunción tiroidea.,alta,alta
VM189,ft4_ng_dl,disfuncion_tiroidea_periferica,primary_driver,high,positive,positive,0.95,direct_score,0,all,,1,[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=45. Rama alta de asociación bidireccional. Fuerza=alta; Especificidad=alta. FT4 alta o baja complementa la dirección del eje tiroideo. Aviso rama alta: Muy alta: sugiere hiperfunción tiroidea.,alta,alta
VM190,hb_g_dl,estado_anabolico_bajo,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Hemoglobina baja puede coexistir en baja reserva/nutrición. Aviso rama baja: Muy baja: añade peso clínico.,baja,baja
VM191,creatinine_mg_dl,estado_anabolico_bajo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. Creatinina baja puede reflejar menor masa magra/reserva anabólica. Aviso rama baja: Muy baja: refuerza baja masa magra.,media,baja
VM192,urea_mg_dl,estado_anabolico_bajo,contextual_support,low,positive,positive,0.17,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=baja; Especificidad=baja. Urea baja puede acompañar baja ingesta/proteína disponible. Aviso rama baja: Muy baja: apoyo débil.,baja,baja
VM193,bmi_kg_m2,estado_anabolico_bajo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. BMI bajo apoya baja reserva global. Aviso rama baja: Muy baja: refuerza el mecanismo.,media,baja
VM194,albumin_g_dl,estado_anabolico_bajo,supporting_driver,low,positive,positive,0.37,direct_score,0,all,,1,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=50. Fuerza=media; Especificidad=baja. Albúmina baja puede acompañar baja reserva anabólica, aunque es inespecífica. Aviso rama baja: Muy baja: apoya el mecanismo.",media,baja
VM195,hscrp_mg_l,recambio_muscular_lesion,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Fuerza=baja; Especificidad=baja. PCR alta puede acompañar lesión/inflamación muscular, muy inespecífica. Aviso rama alta: Muy alta: apoyo indirecto.",baja,baja
VM196,alt_u_l,recambio_muscular_lesion,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Fuerza=baja; Especificidad=baja. ALT puede elevarse levemente en contexto muscular, pero pesa más hígado. Aviso rama alta: Muy alta: priorizar hígado salvo evidencia muscular.",baja,baja
VM197,ast_u_l,recambio_muscular_lesion,supporting_driver,high,positive,positive,0.29,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Fuerza=media; Especificidad=baja. AST alta puede reflejar músculo además de hígado. Aviso rama alta: Muy alta: revisar músculo e hígado, idealmente con CK.",media,baja
VM198,creatinine_mg_dl,recambio_muscular_lesion,contextual_support,low,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=low; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Rama baja de asociación bidireccional. Fuerza=baja; Especificidad=baja. Creatinina alta puede acompañar masa muscular/lesión; baja, baja masa magra. Señal muy indirecta. Aviso rama baja: Muy baja: sugiere baja masa magra más que lesión.",baja,baja
VM199,creatinine_mg_dl,recambio_muscular_lesion,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Rama alta de asociación bidireccional. Fuerza=baja; Especificidad=baja. Creatinina alta puede acompañar masa muscular/lesión; baja, baja masa magra. Señal muy indirecta. Aviso rama alta: Muy alta: revisar masa muscular, lesión o función renal.",baja,baja
VM200,uric_acid_mg_dl,recambio_muscular_lesion,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Fuerza=baja; Especificidad=baja. Urato puede elevarse con mayor recambio tisular, de forma poco específica. Aviso rama alta: Muy alta: apoyo indirecto.",baja,baja
VM201,urea_mg_dl,recambio_muscular_lesion,contextual_support,high,positive,positive,0.15,direct_score,0,all,,0,"[runtime_alineado] activation_mode=high; severity_mode=direct_score; threshold_mecanismo=70. EXPERIMENTAL_DESACTIVADO: Faltan CK/LDH y contexto de ejercicio/lesión. Alto riesgo de confundir hígado, riñón o catabolismo. Fuerza=baja; Especificidad=baja. Urea alta puede acompañar catabolismo muscular, aunque también deshidratación o dieta. Aviso rama alta: Muy alta: apoyo indirecto.",baja,baja
