output_key,output_type,display_label,display_group,default_priority,default_target_variable,default_target_direction,ui_block,is_reusable,guardrail_key,short_template,long_template,followup_template,severity_style,is_enabled,notes
estado_purinico_priority_signal,priority_signal,Prioridad Estado Purinico,metabolico,5,uric_acid_mg_dl,down,priority,0,contextualizar_resultado,Alta prioridad para estado purinico.,"Por su peso agregado, estado purinico debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir uric_acid_mg_dl y contexto metabólico en 8-12 semanas.,priority,1,generado para estado_purinico (mecanismo)
inflamacion_clinical_pattern,clinical_pattern,Inflamacion,inflamacion,5,hscrp_mg_l,up,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con inflamacion.,El conjunto de señales activas es compatible con inflamacion. Inflamación sistémica de baja o media intensidad detectada con reactantes y hemograma.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,warning,1,generado para inflamacion (mecanismo)
inflamacion_clinical_message,clinical_message,Interpretación Inflamacion,inflamacion,5,hscrp_mg_l,up,clinical_interpretation,0,contextualizar_resultado,Se observa activación de inflamacion.,La combinación de analitos asociados sugiere activación de inflamacion con relevancia en el dominio inflamación / estrés biológico.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,warning,1,generado para inflamacion (mecanismo)
inflamacion_nutrition_action,nutrition_action,Priorizar abordaje de Inflamacion,inflamacion,5,hscrp_mg_l,down,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre inflamacion.,Este eje merece un plan dirigido a modular inflamacion y mejorar la trayectoria del marcador diana hscrp_mg_l.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,action,1,generado para inflamacion (mecanismo)
inflamacion_projected_target,projected_target,Objetivo analítico en Inflamacion,inflamacion,4,hscrp_mg_l,down,targets,0,contextualizar_resultado,hscrp_mg_l pasa a ser objetivo prioritario.,La activación de inflamacion hace útil vigilar especialmente hscrp_mg_l como variable de seguimiento principal.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,info,1,generado para inflamacion (mecanismo)
inflamacion_followup,followup,Seguimiento de Inflamacion,inflamacion,4,hscrp_mg_l,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de inflamacion.,Tiene sentido reevaluar inflamacion tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,info,1,generado para inflamacion (mecanismo)
inflamacion_guardrail,guardrail,Contextualizar Inflamacion,inflamacion,3,hscrp_mg_l,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar inflamacion.,"Antes de sobrerinterpretar inflamacion conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,guardrail,1,generado para inflamacion (mecanismo)
inflamacion_priority_signal,priority_signal,Prioridad Inflamacion,inflamacion,5,hscrp_mg_l,up,priority,0,contextualizar_resultado,Alta prioridad para inflamacion.,"Por su peso agregado, inflamacion debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,priority,1,generado para inflamacion (mecanismo)
activacion_inmune_clinical_pattern,clinical_pattern,Activacion Inmune,inflamacion,5,wbc_x10_3_mm3,up,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con activacion inmune.,El conjunto de señales activas es compatible con activacion inmune. Activación inmunitaria o patrón leucocitario reactivo. [Usar con umbral alto: Solapa con inflamación; requiere patrón hematológico consistente.],Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,warning,1,generado para activacion_inmune (mecanismo)
activacion_inmune_clinical_message,clinical_message,Interpretación Activacion Inmune,inflamacion,5,wbc_x10_3_mm3,up,clinical_interpretation,0,contextualizar_resultado,Se observa activación de activacion inmune.,La combinación de analitos asociados sugiere activación de activacion inmune con relevancia en el dominio inflamación / estrés biológico.,Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,warning,1,generado para activacion_inmune (mecanismo)
activacion_inmune_nutrition_action,nutrition_action,Priorizar abordaje de Activacion Inmune,inflamacion,5,wbc_x10_3_mm3,down,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre activacion inmune.,Este eje merece un plan dirigido a modular activacion inmune y mejorar la trayectoria del marcador diana wbc_x10_3_mm3.,Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,action,1,generado para activacion_inmune (mecanismo)
activacion_inmune_projected_target,projected_target,Objetivo analítico en Activacion Inmune,inflamacion,4,wbc_x10_3_mm3,down,targets,0,contextualizar_resultado,wbc_x10_3_mm3 pasa a ser objetivo prioritario.,La activación de activacion inmune hace útil vigilar especialmente wbc_x10_3_mm3 como variable de seguimiento principal.,Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,info,1,generado para activacion_inmune (mecanismo)
activacion_inmune_followup,followup,Seguimiento de Activacion Inmune,inflamacion,4,wbc_x10_3_mm3,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de activacion inmune.,Tiene sentido reevaluar activacion inmune tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,info,1,generado para activacion_inmune (mecanismo)
activacion_inmune_guardrail,guardrail,Contextualizar Activacion Inmune,inflamacion,3,wbc_x10_3_mm3,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar activacion inmune.,"Antes de sobrerinterpretar activacion inmune conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,guardrail,1,generado para activacion_inmune (mecanismo)
activacion_inmune_priority_signal,priority_signal,Prioridad Activacion Inmune,inflamacion,5,wbc_x10_3_mm3,up,priority,0,contextualizar_resultado,Alta prioridad para activacion inmune.,"Por su peso agregado, activacion inmune debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir wbc_x10_3_mm3 y revisar causas intercurrentes en 4-8 semanas.,priority,1,generado para activacion_inmune (mecanismo)
estres_oxidativo_clinical_pattern,clinical_pattern,Estres Oxidativo,inflamacion,5,hscrp_mg_l,up,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con estres oxidativo.,El conjunto de señales activas es compatible con estres oxidativo. Señal indirecta de estrés oxidativo; inferencia de baja especificidad. [Usar con umbral alto: Proxy indirecto; mantener sensible solo si convergen varias anomalías.],Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,warning,1,generado para estres_oxidativo (mecanismo)
estres_oxidativo_clinical_message,clinical_message,Interpretación Estres Oxidativo,inflamacion,5,hscrp_mg_l,up,clinical_interpretation,0,contextualizar_resultado,Se observa activación de estres oxidativo.,La combinación de analitos asociados sugiere activación de estres oxidativo con relevancia en el dominio inflamación / estrés biológico.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,warning,1,generado para estres_oxidativo (mecanismo)
estres_oxidativo_nutrition_action,nutrition_action,Priorizar abordaje de Estres Oxidativo,inflamacion,5,hscrp_mg_l,down,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre estres oxidativo.,Este eje merece un plan dirigido a modular estres oxidativo y mejorar la trayectoria del marcador diana hscrp_mg_l.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,action,1,generado para estres_oxidativo (mecanismo)
estres_oxidativo_projected_target,projected_target,Objetivo analítico en Estres Oxidativo,inflamacion,4,hscrp_mg_l,down,targets,0,contextualizar_resultado,hscrp_mg_l pasa a ser objetivo prioritario.,La activación de estres oxidativo hace útil vigilar especialmente hscrp_mg_l como variable de seguimiento principal.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,info,1,generado para estres_oxidativo (mecanismo)
estres_oxidativo_followup,followup,Seguimiento de Estres Oxidativo,inflamacion,4,hscrp_mg_l,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de estres oxidativo.,Tiene sentido reevaluar estres oxidativo tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,info,1,generado para estres_oxidativo (mecanismo)
estres_oxidativo_guardrail,guardrail,Contextualizar Estres Oxidativo,inflamacion,3,hscrp_mg_l,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar estres oxidativo.,"Antes de sobrerinterpretar estres oxidativo conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,guardrail,1,generado para estres_oxidativo (mecanismo)
estres_oxidativo_priority_signal,priority_signal,Prioridad Estres Oxidativo,inflamacion,5,hscrp_mg_l,up,priority,0,contextualizar_resultado,Alta prioridad para estres oxidativo.,"Por su peso agregado, estres oxidativo debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir hscrp_mg_l y revisar causas intercurrentes en 4-8 semanas.,priority,1,generado para estres_oxidativo (mecanismo)
deficit_hierro_eritropoyesis_clinical_pattern,clinical_pattern,Deficit Hierro Eritropoyesis,nutricion,5,transferrin_sat_pct,down,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con deficit hierro eritropoyesis.,El conjunto de señales activas es compatible con deficit hierro eritropoyesis. Déficit de hierro funcional o absoluto con impacto eritropoyético.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para deficit_hierro_eritropoyesis (mecanismo)
deficit_hierro_eritropoyesis_clinical_message,clinical_message,Interpretación Deficit Hierro Eritropoyesis,nutricion,5,transferrin_sat_pct,down,clinical_interpretation,0,contextualizar_resultado,Se observa activación de deficit hierro eritropoyesis.,La combinación de analitos asociados sugiere activación de deficit hierro eritropoyesis con relevancia en el dominio hematínico / nutricional.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para deficit_hierro_eritropoyesis (mecanismo)
deficit_hierro_eritropoyesis_nutrition_action,nutrition_action,Priorizar abordaje de Deficit Hierro Eritropoyesis,nutricion,5,transferrin_sat_pct,up,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre deficit hierro eritropoyesis.,Este eje merece un plan dirigido a modular deficit hierro eritropoyesis y mejorar la trayectoria del marcador diana transferrin_sat_pct.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,action,1,generado para deficit_hierro_eritropoyesis (mecanismo)
deficit_hierro_eritropoyesis_projected_target,projected_target,Objetivo analítico en Deficit Hierro Eritropoyesis,nutricion,4,transferrin_sat_pct,up,targets,0,contextualizar_resultado,transferrin_sat_pct pasa a ser objetivo prioritario.,La activación de deficit hierro eritropoyesis hace útil vigilar especialmente transferrin_sat_pct como variable de seguimiento principal.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para deficit_hierro_eritropoyesis (mecanismo)
deficit_hierro_eritropoyesis_followup,followup,Seguimiento de Deficit Hierro Eritropoyesis,nutricion,4,transferrin_sat_pct,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de deficit hierro eritropoyesis.,Tiene sentido reevaluar deficit hierro eritropoyesis tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para deficit_hierro_eritropoyesis (mecanismo)
deficit_hierro_eritropoyesis_guardrail,guardrail,Contextualizar Deficit Hierro Eritropoyesis,nutricion,3,transferrin_sat_pct,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar deficit hierro eritropoyesis.,"Antes de sobrerinterpretar deficit hierro eritropoyesis conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,guardrail,1,generado para deficit_hierro_eritropoyesis (mecanismo)
deficit_hierro_eritropoyesis_priority_signal,priority_signal,Prioridad Deficit Hierro Eritropoyesis,nutricion,5,transferrin_sat_pct,down,priority,0,contextualizar_resultado,Alta prioridad para deficit hierro eritropoyesis.,"Por su peso agregado, deficit hierro eritropoyesis debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,priority,1,generado para deficit_hierro_eritropoyesis (mecanismo)
sobrecarga_ferrica_clinical_pattern,clinical_pattern,Sobrecarga Ferrica,nutricion,5,transferrin_sat_pct,up,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con sobrecarga ferrica.,El conjunto de señales activas es compatible con sobrecarga ferrica. Exceso de hierro o señal de ferritina alta con saturación aumentada.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para sobrecarga_ferrica (mecanismo)
sobrecarga_ferrica_clinical_message,clinical_message,Interpretación Sobrecarga Ferrica,nutricion,5,transferrin_sat_pct,up,clinical_interpretation,0,contextualizar_resultado,Se observa activación de sobrecarga ferrica.,La combinación de analitos asociados sugiere activación de sobrecarga ferrica con relevancia en el dominio hematínico / nutricional.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para sobrecarga_ferrica (mecanismo)
sobrecarga_ferrica_nutrition_action,nutrition_action,Priorizar abordaje de Sobrecarga Ferrica,nutricion,5,transferrin_sat_pct,down,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre sobrecarga ferrica.,Este eje merece un plan dirigido a modular sobrecarga ferrica y mejorar la trayectoria del marcador diana transferrin_sat_pct.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,action,1,generado para sobrecarga_ferrica (mecanismo)
sobrecarga_ferrica_projected_target,projected_target,Objetivo analítico en Sobrecarga Ferrica,nutricion,4,transferrin_sat_pct,down,targets,0,contextualizar_resultado,transferrin_sat_pct pasa a ser objetivo prioritario.,La activación de sobrecarga ferrica hace útil vigilar especialmente transferrin_sat_pct como variable de seguimiento principal.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para sobrecarga_ferrica (mecanismo)
sobrecarga_ferrica_followup,followup,Seguimiento de Sobrecarga Ferrica,nutricion,4,transferrin_sat_pct,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de sobrecarga ferrica.,Tiene sentido reevaluar sobrecarga ferrica tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para sobrecarga_ferrica (mecanismo)
sobrecarga_ferrica_guardrail,guardrail,Contextualizar Sobrecarga Ferrica,nutricion,3,transferrin_sat_pct,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar sobrecarga ferrica.,"Antes de sobrerinterpretar sobrecarga ferrica conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,guardrail,1,generado para sobrecarga_ferrica (mecanismo)
sobrecarga_ferrica_priority_signal,priority_signal,Prioridad Sobrecarga Ferrica,nutricion,5,transferrin_sat_pct,up,priority,0,contextualizar_resultado,Alta prioridad para sobrecarga ferrica.,"Por su peso agregado, sobrecarga ferrica debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir transferrin_sat_pct y revisar ingesta/suplementación en 8-12 semanas.,priority,1,generado para sobrecarga_ferrica (mecanismo)
eje_b12_folato_clinical_pattern,clinical_pattern,Eje B12 Folato,nutricion,5,vitb12_pg_ml,down,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con eje b12 folato.,El conjunto de señales activas es compatible con eje b12 folato. Déficit del eje vitamínico B12/folato con reflejo hematimétrico.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para eje_b12_folato (mecanismo)
eje_b12_folato_clinical_message,clinical_message,Interpretación Eje B12 Folato,nutricion,5,vitb12_pg_ml,down,clinical_interpretation,0,contextualizar_resultado,Se observa activación de eje b12 folato.,La combinación de analitos asociados sugiere activación de eje b12 folato con relevancia en el dominio hematínico / nutricional.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para eje_b12_folato (mecanismo)
eje_b12_folato_nutrition_action,nutrition_action,Priorizar abordaje de Eje B12 Folato,nutricion,5,vitb12_pg_ml,up,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre eje b12 folato.,Este eje merece un plan dirigido a modular eje b12 folato y mejorar la trayectoria del marcador diana vitb12_pg_ml.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,action,1,generado para eje_b12_folato (mecanismo)
eje_b12_folato_projected_target,projected_target,Objetivo analítico en Eje B12 Folato,nutricion,4,vitb12_pg_ml,up,targets,0,contextualizar_resultado,vitb12_pg_ml pasa a ser objetivo prioritario.,La activación de eje b12 folato hace útil vigilar especialmente vitb12_pg_ml como variable de seguimiento principal.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para eje_b12_folato (mecanismo)
eje_b12_folato_followup,followup,Seguimiento de Eje B12 Folato,nutricion,4,vitb12_pg_ml,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de eje b12 folato.,Tiene sentido reevaluar eje b12 folato tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para eje_b12_folato (mecanismo)
eje_b12_folato_guardrail,guardrail,Contextualizar Eje B12 Folato,nutricion,3,vitb12_pg_ml,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar eje b12 folato.,"Antes de sobrerinterpretar eje b12 folato conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,guardrail,1,generado para eje_b12_folato (mecanismo)
eje_b12_folato_priority_signal,priority_signal,Prioridad Eje B12 Folato,nutricion,5,vitb12_pg_ml,down,priority,0,contextualizar_resultado,Alta prioridad para eje b12 folato.,"Por su peso agregado, eje b12 folato debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,priority,1,generado para eje_b12_folato (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_clinical_pattern,clinical_pattern,Alteracion Metabolismo Folato B12 Homocisteina,nutricion,5,vitb12_pg_ml,down,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con alteracion metabolismo folato b12 homocisteina.,"El conjunto de señales activas es compatible con alteracion metabolismo folato b12 homocisteina. Versión ampliada del eje B12/folato; incompleta sin homocisteína ni MMA. [Usar con umbral alto: Más amplio que eje B12/folato, pero incompleto sin homocisteína real.]",Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_clinical_message,clinical_message,Interpretación Alteracion Metabolismo Folato B12 Homocisteina,nutricion,5,vitb12_pg_ml,down,clinical_interpretation,0,contextualizar_resultado,Se observa activación de alteracion metabolismo folato b12 homocisteina.,La combinación de analitos asociados sugiere activación de alteracion metabolismo folato b12 homocisteina con relevancia en el dominio hematínico / nutricional.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_nutrition_action,nutrition_action,Priorizar abordaje de Alteracion Metabolismo Folato B12 Homocisteina,nutricion,5,vitb12_pg_ml,up,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre alteracion metabolismo folato b12 homocisteina.,Este eje merece un plan dirigido a modular alteracion metabolismo folato b12 homocisteina y mejorar la trayectoria del marcador diana vitb12_pg_ml.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,action,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_projected_target,projected_target,Objetivo analítico en Alteracion Metabolismo Folato B12 Homocisteina,nutricion,4,vitb12_pg_ml,up,targets,0,contextualizar_resultado,vitb12_pg_ml pasa a ser objetivo prioritario.,La activación de alteracion metabolismo folato b12 homocisteina hace útil vigilar especialmente vitb12_pg_ml como variable de seguimiento principal.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_followup,followup,Seguimiento de Alteracion Metabolismo Folato B12 Homocisteina,nutricion,4,vitb12_pg_ml,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de alteracion metabolismo folato b12 homocisteina.,Tiene sentido reevaluar alteracion metabolismo folato b12 homocisteina tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_guardrail,guardrail,Contextualizar Alteracion Metabolismo Folato B12 Homocisteina,nutricion,3,vitb12_pg_ml,mixed,guardrails,0,contextualizar_resultado,Conviene contextualizar alteracion metabolismo folato b12 homocisteina.,"Antes de sobrerinterpretar alteracion metabolismo folato b12 homocisteina conviene revisar fase de extracción, contexto clínico, medicación y posibles causas secundarias.",Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,guardrail,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
alteracion_metabolismo_folato_b12_homocisteina_priority_signal,priority_signal,Prioridad Alteracion Metabolismo Folato B12 Homocisteina,nutricion,5,vitb12_pg_ml,down,priority,0,contextualizar_resultado,Alta prioridad para alteracion metabolismo folato b12 homocisteina.,"Por su peso agregado, alteracion metabolismo folato b12 homocisteina debe subir en la jerarquía del resumen ejecutivo y del plan de acción.",Repetir vitb12_pg_ml y revisar ingesta/suplementación en 8-12 semanas.,priority,1,generado para alteracion_metabolismo_folato_b12_homocisteina (mecanismo)
deficit_proteico_catabolismo_clinical_pattern,clinical_pattern,Deficit Proteico Catabolismo,nutricion,5,albumin_g_dl,down,executive_summary,0,contextualizar_resultado,Predomina un patrón compatible con deficit proteico catabolismo.,El conjunto de señales activas es compatible con deficit proteico catabolismo. Sospecha de baja disponibilidad proteica o mayor catabolismo.,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para deficit_proteico_catabolismo (mecanismo)
deficit_proteico_catabolismo_clinical_message,clinical_message,Interpretación Deficit Proteico Catabolismo,nutricion,5,albumin_g_dl,down,clinical_interpretation,0,contextualizar_resultado,Se observa activación de deficit proteico catabolismo.,La combinación de analitos asociados sugiere activación de deficit proteico catabolismo con relevancia en el dominio hematínico / nutricional.,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,warning,1,generado para deficit_proteico_catabolismo (mecanismo)
deficit_proteico_catabolismo_nutrition_action,nutrition_action,Priorizar abordaje de Deficit Proteico Catabolismo,nutricion,5,albumin_g_dl,up,action_plan,0,contextualizar_resultado,Conviene priorizar intervención sobre deficit proteico catabolismo.,Este eje merece un plan dirigido a modular deficit proteico catabolismo y mejorar la trayectoria del marcador diana albumin_g_dl.,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,action,1,generado para deficit_proteico_catabolismo (mecanismo)
deficit_proteico_catabolismo_projected_target,projected_target,Objetivo analítico en Deficit Proteico Catabolismo,nutricion,4,albumin_g_dl,up,targets,0,contextualizar_resultado,albumin_g_dl pasa a ser objetivo prioritario.,La activación de deficit proteico catabolismo hace útil vigilar especialmente albumin_g_dl como variable de seguimiento principal.,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para deficit_proteico_catabolismo (mecanismo)
deficit_proteico_catabolismo_followup,followup,Seguimiento de Deficit Proteico Catabolismo,nutricion,4,albumin_g_dl,stability,followup,0,contextualizar_resultado,Sugerido control evolutivo de deficit proteico catabolismo.,Tiene sentido reevaluar deficit proteico catabolismo tras un intervalo corto para comprobar dirección del cambio y coherencia clínica.,Repetir albumin_g_dl y revisar ingesta/suplementación en 8-12 semanas.,info,1,generado para deficit_proteico_catabolismo (mecanismo)
