rule_id,variable,etiqueta_variable,dominio_analito,sexo_referencia,rango_referencia,mecanismo,label_mecanismo,dominio_fisiologico,direccion,peso_mecanistico,tipo_aporte,especificidad,especificidad_num,fuerza,evidence_tier,evidencia_num,combo_fisiologico,es_driver_primario,necesita_ayuno,sexo_scope_regla,requiere_contexto,analitos_confirmatorios,analitos_competidores,comentario_fisiologico,definition,clinical_notes,priority_base,activation_threshold,min_hits,min_groups,display_threshold,rango_critico_bajo,rango_critico_alto,activo
VM020,insulin_uIU_ml,Insulina,metabolica,ambos,2.0–12.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,glucometabolico,no,si,all,si,"triglycerides_mg_dl, apob_mg_dl, hdl_mg_dl",,La insulina alta inhibe la lipólisis y promueve la síntesis de TG hepáticos. Asociación causal con TG altos.,"Patrón de TG altos, HDL bajo.",Exigir señal lipídica alterada.,alta,45.0,2.0,2.0,26.0,1.0,100.0,si
VM003,insulin_uIU_ml,Insulina,metabolica,ambos,2.0–12.0,insulinorresistencia,Insulinorresistencia,Metabólico,high,0.95,driver,alta,1.0,alta,alta,1.0,insulina,si,si,all,si,"glucose_mg_dl, hba1c_pct, triglycerides_mg_dl",,Driver de Resistencia a la Insulina. Insulina > 10-12 en ayunas con glucosa normal es el marcador más precoz y fiable de riesgo cardiometabólico.,Patrón de hiperinsulinemia compensatoria.,Calcular HOMA-IR.,alta,45.0,3.0,2.0,28.0,1.0,100.0,si
VM175,insulin_uIU_ml,Insulina,metabolica,ambos,2.0–12.0,resistencia_leptinica_saciedad,Resistencia Leptinica Saciedad,Hormonal / saciedad,high,0.35,support,media,0.7,media,media,0.7,glucometabolico,no,si,all,si,"waist_cm, bmi_kg_m2, triglycerides_mg_dl",,La hiperinsulinemia central bloquea la señal de saciedad de la leptina. El paciente come más.,Patrón antropométrico-metabólico.,Cintura e insulina deben ir juntas.,alta,60.0,2.0,2.0,24.0,1.0,100.0,si
VM049,insulin_uIU_ml,Insulina,metabolica,ambos,2.0–12.0,sindrome_metabolico_patron,Sindrome Metabolico Patron,Metabólico,high,0.45,support,media,0.7,media,media,0.7,insulina,no,si,all,si,"glucose_mg_dl, triglycerides_mg_dl, hdl_mg_dl",,La insulina alta es el nexo fisiopatológico del Sd. Metabólico aunque no sea criterio diagnóstico formal.,"Agrupación operativa de adiposidad central, glucosa y lípidos.",Refuerza el diagnóstico.,alta,65.0,3.0,3.0,32.0,1.0,100.0,si
VM105,iron_ug_dl,Hierro,hierro,ambos,75.0–150.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.4,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Hierro sérico bajo + Ferritina baja = Ferropenia absoluta. Hierro sérico bajo + Ferritina normal/alta = Trastorno inflamatorio (Anemia de trastorno crónico).,Déficit de hierro funcional o absoluto.,Interpretar siempre junto a Ferritina y Transferrina.,alta,45.0,3.0,2.0,24.0,20.0,300.0,si
VM111,iron_ug_dl,Hierro,hierro,ambos,75.0–150.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,0.5,support,alta,1.0,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, ferritin_ng_ml, transferrin_mg_dl",,Hierro sérico alto + Saturación > 45% = Sobrecarga. Puede ser Hemocromatosis o secundaria a transfusiones/hepatopatía.,Exceso de hierro o señal de ferritina alta con saturación aumentada.,Confirmar con saturación y ferritina.,alta,50.0,2.0,2.0,24.0,20.0,300.0,si
VM182,ldl_mg_dl,LDL,lipidos,ambos,0.0–99.0,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,high,0.35,support,media,0.7,media,media,0.7,repercusion_lipidica,no,si,all,si,"tsh_mIU_l, ft4_ng_dl",,Hipotiroidismo subclínico eleva LDL por menor expresión de receptores hepáticos de LDL. Tratar tiroides baja el LDL.,Disfunción tiroidea operativa con reflejo lipídico.,TSH/FT4 deben liderar.,alta,45.0,2.0,1.0,22.0,30.0,500.0,si
VM022,ldl_mg_dl,LDL,lipidos,ambos,0.0–99.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,high,0.5,support,alta,1.0,media,media,0.7,carga_aterogenica,no,si,all,si,"triglycerides_mg_dl, apob_mg_dl, hdl_mg_dl",,LDL alto. Es el objetivo terapéutico clásico. Pero si TG > 400,el LDL calculado no es fiable. Pedir LDL directo o ApoB.,"Patrón de TG altos, HDL bajo y aumento de partículas aterogénicas. Priorizar ApoB si discordancia.",alta,45.0,2.0,2.0,26.0,30.0,500.0,si
VM031,ldl_mg_dl,LDL,lipidos,ambos,0.0–99.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.45,support,media,0.7,media,media,0.7,carga_aterogenica,no,si,all,si,"apob_mg_dl, lpa_nmol_l, triglycerides_mg_dl",,LDL como parte del puzzle de riesgo. ApoB es más preciso.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen.,alta,65.0,3.0,2.0,30.0,30.0,500.0,si
VM027,lpa_nmol_l,Lipoproteína(a) [Lp(a)],lipidos_cv,ambos,0.0–124.0,dislipidemia_aterogenica,Dislipidemia Aterogenica,Metabólico,high,0.85,driver,alta,1.0,alta,alta,1.0,carga_aterogenica,si,no,all,si,"triglycerides_mg_dl, apob_mg_dl, hdl_mg_dl",,Driver de riesgo genético independiente. Lp(a) > 125 nmol/L (aprox 50 mg/dL) duplica el riesgo de infarto y estenosis aórtica. No responde a dieta ni estatinas clásicas. Considerar iPCSK9.,"Patrón de TG altos, HDL bajo y aumento de partículas aterogénicas.",Medir al menos una vez en la vida.,alta,45.0,2.0,2.0,26.0,10.0,400.0,si
VM039,lpa_nmol_l,Lipoproteína(a) [Lp(a)],lipidos_cv,ambos,0.0–124.0,riesgo_cardiometabolico_global,Riesgo Cardiometabolico Global,Metabólico,high,0.8,driver,alta,1.0,alta,alta,1.0,carga_aterogenica,si,no,all,si,"apob_mg_dl, triglycerides_mg_dl, ldl_mg_dl",,Convergencia de riesgo. Lp(a) alta + ApoB alta = Riesgo equiparable a Hipercolesterolemia Familiar. Tratamiento intensivo precoz.,"Integración de carga lipídica, glucídica, inflamatoria y adiposidad central.",Patrón resumen de muy alto riesgo.,alta,65.0,3.0,2.0,30.0,10.0,400.0,si
VM082,lymph_abs_x10_3_mm3,Linfocitos abs,hematologia,ambos,1.0–4.8,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.3,support,media,0.7,media,media,0.7,celular,no,no,all,si,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Linfocitosis relativa. Puede ser reactiva a infección viral (VEB,CMV) o tos ferina. Descartar Sd. Linfoproliferativo crónico si es > 5000 y persistente.,Activación inmunitaria o patrón leucocitario reactivo. Correlacionar con clínica viral.,media,55.0,2.0,2.0,24.0,0.5,10.0,si
VM081,lymph_abs_x10_3_mm3,Linfocitos abs,hematologia,ambos,1.0–4.8,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,low,0.3,support,media,0.7,media,media,0.7,celular,no,no,all,si,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Linfopenia < 1000. Causas: Infección viral aguda (COVID,VIH),corticoides estrés severo inmunodeficiencia. Activación inmunitaria o patrón leucocitario reactivo. Descartar VIH si es persistente e inexplicada.,media,55.0,2.0,2.0,24.0,0.5,10.0,si
VM134,lymph_abs_x10_3_mm3,Linfocitos abs,hematologia,ambos,1.0–4.8,deficit_proteico_catabolismo,Deficit Proteico Catabolismo,Hematínico / nutricional,low,0.2,context,baja,0.4,baja,baja,0.4,nutricional,no,no,all,si,"albumin_g_dl, creatinine_mg_dl, bmi_kg_m2",,Linfopenia < 1500 por desnutrición proteico-calórica. Marcador de mal pronóstico en ancianos frágiles.,Sospecha de baja disponibilidad proteica.,Confirmar con albúmina baja e IMC bajo.,alta,50.0,2.0,2.0,22.0,0.5,10.0,si
VM096,lymph_abs_x10_3_mm3,Linfocitos abs,hematologia,ambos,1.0–4.8,permeabilidad_intestinal_inflamacion_baja,Permeabilidad Intestinal Inflamacion Baja,Inflamación / estrés biológico,high,0.15,context,baja,0.4,baja,baja,0.4,celular,no,no,all,si,"hscrp_mg_l, ferritin_ng_ml, albumin_g_dl",,Inferencia muy indirecta. Ruido. Mantener desactivado.,Inferencia muy indirecta de inflamación de bajo grado.,Muy inespecífico.,baja,75.0,2.0,2.0,26.0,0.5,10.0,no
VM095,lymph_abs_x10_3_mm3,Linfocitos abs,hematologia,ambos,1.0–4.8,permeabilidad_intestinal_inflamacion_baja,Permeabilidad Intestinal Inflamacion Baja,Inflamación / estrés biológico,low,0.15,context,baja,0.4,baja,baja,0.4,celular,no,no,all,si,"hscrp_mg_l, ferritin_ng_ml, albumin_g_dl",,Inferencia muy indirecta. Ruido. Mantener desactivado.,Inferencia muy indirecta de inflamación de bajo grado.,Muy inespecífico.,baja,75.0,2.0,2.0,26.0,0.5,10.0,no
VM125,mcv_fl,VCM (MCV),hematologia,ambos,80.0–100.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,high,0.45,support,media,0.7,media,media,0.7,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, rdw_pct",,VCM > 100 fL. Déficit B12 o Folato. También en hipotiroidismo,hepatopatía crónica o Sd. Mielodisplásico. Pedir niveles vitamínicos.,Versión ampliada del eje B12/folato. Confirmar con B12 y folato.,alta,55.0,2.0,2.0,24.0,60.0,120.0,si
VM102,mcv_fl,VCM (MCV),hematologia,ambos,80.0–100.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.85,driver,alta,1.0,alta,alta,1.0,hemograma,si,no,all,si,"transferrin_sat_pct, hb_g_dl, rdw_pct",,Driver de microcitosis. VCM < 80 fL. Principal causa: Ferropenia. Otras: Talasemia Minor (RDW normal,VCM muy bajo para la anemia).,Déficit de hierro funcional o absoluto. Pedir Ferritina y Saturación.,alta,45.0,3.0,2.0,24.0,60.0,120.0,si
VM121,mcv_fl,VCM (MCV),hematologia,ambos,80.0–100.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,high,0.5,support,media,0.7,media,media,0.7,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, hb_g_dl",,Macrocitosis (VCM > 100) en contexto de déficit vitamínico.,Déficit del eje vitamínico B12/folato.,Confirmar con niveles.,alta,45.0,2.0,2.0,22.0,60.0,120.0,si
VM080,neut_abs_x10_3_mm3,Neutrófilos abs,hematologia,ambos,1.8–7.5,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.45,support,media,0.7,alta,media,0.7,celular,no,no,all,si,"wbc_x10_3_mm3, hscrp_mg_l, lymph_abs_x10_3_mm3",,Neutrofilia (> 7500). Reactante de fase aguda clásico. Infección bacteriana,inflamación aguda,corticoides. Descartar Sd. Mieloproliferativo si es > 15000 sin foco. Activación inmunitaria o patrón leucocitario reactivo. Correlacionar con PCR.,media,55.0,2.0,2.0,24.0,0.5,20.0,si
VM072,neut_abs_x10_3_mm3,Neutrófilos abs,hematologia,ambos,1.8–7.5,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.35,support,baja,0.4,media,baja,0.4,celular,no,no,all,si,"hscrp_mg_l, esr_mm_h, fibrinogen_mg_dl",,Neutrofilia leve en inflamación crónica de bajo grado (obesidad,tabaquismo,artritis). Inflamación sistémica de baja o media intensidad. Refuerza inflamación.,alta,40.0,2.0,2.0,25.0,0.5,20.0,si
VM084,platelets_x10_3_uL,Plaquetas,hematologia,ambos,150.0–400.0,activacion_inmune,Activacion Inmune,Inflamación / estrés biológico,high,0.2,context,baja,0.4,baja,baja,0.4,celular,no,no,all,si,"wbc_x10_3_mm3, neut_abs_x10_3_mm3, hscrp_mg_l",,Trombocitosis reactiva (> 450K). Secundaria a inflamación,ferropenia o hemorragia aguda. No suele requerir antiagregantes si es reactiva.,Activación inmunitaria o patrón leucocitario reactivo. Descartar ferropenia.,media,55.0,2.0,2.0,24.0,20.0,1000.0,si
VM109,platelets_x10_3_uL,Plaquetas,hematologia,ambos,150.0–400.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,high,0.2,context,baja,0.4,baja,baja,0.4,hemograma,no,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,"Trombocitosis reactiva a ferropenia. Las plaquetas suben para ""ayudar"". Se normaliza con tratamiento con hierro.",Déficit de hierro funcional o absoluto.,No confundir con Trombocitemia Esencial.,alta,45.0,3.0,2.0,24.0,20.0,1000.0,si
VM074,platelets_x10_3_uL,Plaquetas,hematologia,ambos,150.0–400.0,inflamacion,Inflamacion,Inflamación / estrés biológico,high,0.2,context,baja,0.4,baja,baja,0.4,celular,no,no,all,si,"hscrp_mg_l, esr_mm_h, fibrinogen_mg_dl",,Trombocitosis reactiva inflamatoria. La IL-6 estimula la trombopoyesis.,Inflamación sistémica de baja o media intensidad.,Refuerza inflamación.,alta,40.0,2.0,2.0,25.0,20.0,1000.0,si
VM101,rbc_x10_6_mm3,Hematíes,hematologia,sexo_especifico,f: 4.5–6.1 | m: 4.5–6.1,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,0.35,support,baja,0.4,media,baja,0.4,hemograma,no,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Recuento bajo de hematíes en anemia ferropénica. Poco específico. Mirar Hb y VCM.,Déficit de hierro funcional o absoluto.,Confirmar con Hb y VCM.,alta,45.0,3.0,2.0,24.0,2.0,7.0,si
VM163,rbc_x10_6_mm3,Hematíes,hematologia,sexo_especifico,f: 4.5–6.1 | m: 4.5–6.1,deshidratacion_hemoconcentracion,Deshidratacion Hemoconcentracion,Renal / volumen,high,0.2,context,baja,0.4,baja,baja,0.4,volumen,no,no,all,si,"hct_pct, urea_mg_dl, hb_g_dl",,Hemoconcentración. Hematíes falsamente elevados.,Patrón compatible con hemoconcentración.,Confirmar con Hto y urea.,media,40.0,2.0,2.0,22.0,2.0,7.0,si
VM120,rbc_x10_6_mm3,Hematíes,hematologia,sexo_especifico,f: 4.5–6.1 | m: 4.5–6.1,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,low,0.2,context,baja,0.4,baja,baja,0.4,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,Recuento bajo de hematíes en anemia macrocítica.,Déficit del eje vitamínico B12/folato.,Confirmar con Hb y VCM.,alta,45.0,2.0,2.0,22.0,2.0,7.0,si
VM126,rdw_pct,RDW,hematologia,ambos,12.0–15.0,alteracion_metabolismo_folato_b12_homocisteina,Alteracion Metabolismo Folato B12 Homocisteina,Hematínico / nutricional,high,0.35,support,media,0.7,media,media,0.7,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,RDW alto (> 15%) indica anisocitosis (hematíes de distintos tamaños). Sugiere déficit mixto (hierro + B12/folato) o fase precoz de déficit.,Versión ampliada del eje B12/folato.,RDW alto + VCM normal = déficit precoz.,alta,55.0,2.0,2.0,24.0,10.0,20.0,si
VM103,rdw_pct,RDW,hematologia,ambos,12.0–15.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,high,0.85,driver,alta,1.0,alta,alta,1.0,hemograma,si,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Driver de ferropenia. RDW es el primer parámetro que se altera en la anemia ferropénica (sube antes de que baje la Hb o el VCM). Muy útil.,Déficit de hierro funcional o absoluto.,RDW alto + Ferritina baja = Ferropenia.,alta,45.0,3.0,2.0,24.0,10.0,20.0,si
VM122,rdw_pct,RDW,hematologia,ambos,12.0–15.0,eje_b12_folato,Eje B12 Folato,Hematínico / nutricional,high,0.35,support,baja,0.4,media,baja,0.4,hemograma,no,no,all,si,"vitb12_pg_ml, folate_ng_ml, mcv_fl",,RDW alto en déficit de B12/folato (menos marcado que en ferropenia).,Déficit del eje vitamínico B12/folato.,Refuerza diagnóstico.,alta,45.0,2.0,2.0,22.0,10.0,20.0,si
VM108,tibc_ug_dl,TIBC,hierro,ambos,250.0–450.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,high,0.85,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,"Driver de ferropenia. TIBC (Capacidad Total de Fijación de Hierro) alta significa que el cuerpo ""busca"" hierro desesperadamente. Confirma ferropenia.",Déficit de hierro funcional o absoluto.,TIBC > 400 + Ferritina baja = Ferropenia absoluta.,alta,45.0,3.0,2.0,24.0,250.0,500.0,si
VM114,tibc_ug_dl,TIBC,hierro,ambos,250.0–450.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,low,0.5,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl",,TIBC baja (o normal-baja) con saturación alta indica sobrecarga de hierro (Hemocromatosis). La transferrina está saturada.,Exceso de hierro o señal de ferritina alta.,Confirmar con saturación > 45%.,alta,50.0,2.0,2.0,24.0,250.0,500.0,si
VM106,transferrin_mg_dl,Transferrina,hierro,ambos,215.0–365.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,high,0.5,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, hb_g_dl, mcv_fl",,Transferrina alta (equivalente a TIBC alta). El hígado sintetiza más transferrina para captar el poco hierro disponible.,Déficit de hierro funcional o absoluto.,Confirma ferropenia.,alta,45.0,3.0,2.0,24.0,150.0,450.0,si
VM112,transferrin_mg_dl,Transferrina,hierro,ambos,215.0–365.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,low,0.5,support,media,0.7,media,media,0.7,hierro,no,no,all,si,"transferrin_sat_pct, ferritin_ng_ml, iron_ug_dl",,Transferrina baja. Reactante negativo de fase aguda (baja en inflamación) o sobrecarga de hierro.,Exceso de hierro o inflamación.,Diferenciar con PCR y Saturación.,alta,50.0,2.0,2.0,24.0,150.0,450.0,si
VM107,transferrin_sat_pct,Sat. transferrina,hierro,ambos,20.0–50.0,deficit_hierro_eritropoyesis,Deficit Hierro Eritropoyesis,Hematínico / nutricional,low,1.0,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"hb_g_dl, mcv_fl, rdw_pct",,Driver de ferropenia. Saturación < 20% confirma déficit de hierro disponible para la eritropoyesis. Es el marcador funcional más importante.,Déficit de hierro funcional o absoluto.,Saturación < 20% + Ferritina < 30 = Ferropenia absoluta. Ferritina > 100 = Trastorno inflamatorio.,alta,45.0,3.0,2.0,24.0,10.0,90.0,si
VM113,transferrin_sat_pct,Sat. transferrina,hierro,ambos,20.0–50.0,sobrecarga_ferrica,Sobrecarga Ferrica,Hematínico / nutricional,high,1.0,driver,alta,1.0,alta,alta,1.0,hierro,si,no,all,si,"ferritin_ng_ml, iron_ug_dl, transferrin_mg_dl",,Driver de sobrecarga. Saturación > 45% (H) o > 50% (M) indica que la transferrina está saturada y hay hierro libre tóxico (NTBI). Riesgo de daño orgánico.,Exceso de hierro o señal de ferritina alta.,Indicación de estudio genético de Hemocromatosis si ferritina también alta.,alta,50.0,2.0,2.0,24.0,10.0,90.0,si
VM142,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,carga_hepatica,Carga Hepatica,Hepático,high,0.2,context,baja,0.4,baja,baja,0.4,metabolico,no,si,all,si,"alt_u_l, albumin_g_dl, ast_u_l",,TG altos en HGNA. La esteatosis hepática es un marcador de resistencia insulínica visceral.,Estrés hepatocelular o carga metabólica hepática.,Confirmar con ALT y ecografía.,alta,45.0,2.0,2.0,24.0,35.0,1000.0,si
VM041,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,carga_hiperuricemica,Carga Hiperuricemica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,metabolico,no,si,all,si,"uric_acid_mg_dl, egfr_ml_min_1_73m2, insulin_uIU_ml",,TG y AU altos juntos son el fenotipo clásico de la resistencia a la insulina a nivel renal y hepático.,Tendencia a hiperuricemia en contexto metabólico.,Confirmar con insulina alta.,alta,45.0,2.0,2.0,24.0,35.0,1000.0,si
VM059,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,carga_pancreatica_glucidica,Carga Pancreatica Glucidica,Metabólico,high,0.4,support,media,0.7,media,media,0.7,dislipidemia,no,si,all,si,"glucose_mg_dl, insulin_uIU_ml, hba1c_pct",,TG elevados por exceso de carbohidratos en la dieta y resistencia insulínica. El hígado convierte la glucosa sobrante en TG.,Sobrecarga de la regulación pancreática de la glucosa.,Dieta baja en fructosa y carbohidratos refinados es el tratamiento.,alta,45.0,2.0,2.0,24.0,35.0,1000.0,si
VM017,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,disfuncion_glucidica,Disfuncion Glucidica,Metabólico,high,0.2,context,baja,0.4,baja,baja,0.4,dislipidemia,no,si,all,si,"glucose_mg_dl, hba1c_pct",,La disglucemia (especialmente la hiperglucemia postprandial) eleva los TG.,Pérdida de homeostasis glucémica.,Confirmar con glucemia alterada.,alta,40.0,2.0,1.0,22.0,35.0,1000.0,si
VM181,triglycerides_mg_dl,Triglicéridos,lipidos,ambos,0.0–149.0,disfuncion_tiroidea_periferica,Disfuncion Tiroidea Periferica,Hormonal / saciedad,high,0.2,context,baja,0.4,baja,baja,0.4,repercusion_lipidica,no,si,all,si,"tsh_mIU_l, ft4_ng_dl",,El hipotiroidismo eleva TG por menor actividad de la lipoproteína lipasa.,Disfunción tiroidea operativa con reflejo metabólico.,TSH/FT4 deben liderar.,alta,45.0,2.0,1.0,22.0,35.0,1000.0,si
